age,income,credit_score,loan_amount,debt_ratio,gender,employment_years,default
65,77326,672,19033,0.11,Female,15,0
22,57216,727,27031,0.2,Female,18,0
50,56766,640,21360,0.97,Female,23,1
50,50524,655,21978,0.94,Female,13,0
32,75599,778,22529,0.48,Female,14,0
30,49391,581,18405,0.63,Female,18,0
64,78817,740,32511,0.24,Male,23,0
31,62446,641,28604,0.4,Female,23,0
35,100231,835,19523,0.81,Male,17,1
36,50093,716,21367,0.87,Female,10,1
37,79127,648,23847,0.46,Female,12,0
46,67653,610,26480,0.38,Male,9,0
22,52293,700,32901,0.71,Male,28,0
32,67855,584,27254,0.75,Male,6,1
46,67124,714,18604,0.99,Male,26,0
43,55020,610,13459,0.73,Male,21,0
38,66424,631,27937,0.32,Male,26,0
52,77451,539,22312,0.15,Female,0,0
69,67670,686,12139,0.33,Female,17,0
58,53712,693,26826,0.3,Male,3,0
67,52867,681,32131,0.18,Female,15,0
23,58688,593,20056,0.5,Male,17,0
58,76686,751,32532,0.36,Male,20,1
23,48693,671,26129,0.93,Male,18,0
50,65881,653,10731,0.46,Male,14,0
21,36562,720,23380,0.89,Female,21,0
50,68919,657,5830,0.38,Male,24,0
65,71276,702,22832,0.85,Female,29,0
52,90414,640,11802,0.51,Female,9,0
48,73879,720,21538,0.13,Female,6,0
41,53981,719,25420,0.54,Female,29,0
66,36981,657,15293,0.3,Male,20,0
33,67712,687,33523,0.38,Male,0,0
47,55091,678,12628,0.72,Male,0,1
56,65011,673,2890,0.58,Female,0,0
27,49197,620,19768,0.9,Male,18,0
42,57402,627,30921,0.94,Male,6,0
30,34500,660,19832,0.72,Male,14,0
59,44306,683,15255,0.88,Male,12,0
35,42190,635,6810,0.28,Male,8,0
35,73091,680,15428,0.17,Female,13,0
24,47591,565,10862,0.4,Female,5,0
52,80668,680,21949,0.39,Male,6,1
43,47738,683,22627,0.7,Female,13,0
26,91439,720,12408,0.86,Female,10,0
44,30767,751,17389,0.37,Female,2,0
40,66364,714,31569,0.48,Female,10,1
57,60578,769,16592,0.19,Male,7,0
40,41828,678,16389,0.47,Female,25,0
32,51736,682,21492,0.29,Female,5,0
53,56080,720,8720,0.44,Female,2,0
48,63747,674,27598,0.34,Female,28,0
28,45953,663,16695,0.83,Male,11,0
21,66379,748,10735,0.1,Female,17,0
57,61795,716,24298,0.4,Male,24,0
42,71687,712,16098,0.97,Male,10,0
26,47064,636,12993,0.71,Female,6,0
41,53860,727,20581,0.79,Male,29,0
52,81631,684,28414,0.87,Male,9,0
55,46409,630,16714,0.43,Male,15,0
35,39112,714,12278,0.16,Male,25,0
25,50535,620,2033,0.47,Male,15,0
66,33360,559,8399,0.69,Female,14,0
68,85093,589,16141,0.43,Male,12,0
26,55758,667,9540,0.5,Female,24,0
45,55903,757,14409,0.84,Female,3,0
66,71137,695,35424,0.13,Female,3,0
60,49116,674,29849,0.4,Female,5,0
49,56761,745,13455,0.54,Female,17,0
27,48720,705,21104,0.37,Female,25,0
60,33674,731,11355,0.5,Female,0,0
33,60761,728,32496,0.46,Female,29,0
58,75385,664,20569,0.93,Female,9,0
38,61189,668,28401,0.54,Male,2,0
22,73796,638,13706,0.53,Male,27,0
28,43563,721,32810,0.33,Female,13,0
31,48689,618,16480,0.14,Female,10,0
53,40585,635,5873,0.37,Male,4,0
58,65498,676,18611,0.12,Female,1,0
68,55235,685,14505,0.84,Female,8,0
47,54674,709,28040,0.28,Male,28,0
40,70034,677,15036,0.92,Female,28,0
32,52905,661,24302,0.9,Male,16,0
63,76195,716,14542,0.7,Female,28,0
51,63534,725,13233,0.88,Female,18,0
47,54507,595,20006,0.89,Female,20,0
52,36725,733,24254,0.8,Female,16,0
30,69949,663,7516,0.56,Female,19,0
23,64244,759,27383,0.96,Male,9,0
65,64966,647,27496,0.84,Female,16,0
47,65444,630,17563,0.21,Female,10,0
55,52063,712,18477,0.48,Male,26,0
51,57729,786,-1189,0.59,Female,27,0
35,53121,598,34421,0.58,Female,26,0
36,78750,721,17426,0.44,Female,6,0
33,55873,708,28671,0.58,Male,0,1
69,50711,678,15159,0.18,Male,15,0
55,79781,783,20023,0.69,Female,2,0
31,78149,584,24184,0.55,Female,14,1
41,63545,735,16328,0.81,Male,3,0
31,58051,728,7478,0.72,Female,3,1
50,54306,739,18993,0.2,Male,29,0
68,59340,733,8684,0.42,Female,28,0
55,46879,691,13097,0.76,Male,22,1
42,67250,664,14959,0.4,Male,4,0
58,84787,649,20631,0.61,Female,14,1
51,68439,709,14856,0.97,Male,10,1
34,43451,679,10245,0.17,Female,23,0
44,66826,669,21502,0.27,Male,18,0
69,62918,652,25218,0.53,Female,29,1
52,66694,659,8908,0.76,Male,7,0
56,47706,718,20152,0.4,Female,10,0
52,60050,680,26019,0.21,Male,10,0
35,73246,740,20811,0.38,Male,28,0
63,43950,612,10316,0.68,Female,8,0
55,53263,711,21915,0.81,Female,13,0
23,55682,629,19997,0.98,Male,24,0
36,74975,740,21215,0.79,Male,24,1
25,77212,741,20302,0.54,Female,13,0
41,31273,609,3851,0.36,Male,12,0
30,74962,641,18611,0.93,Female,0,0
39,77684,643,27602,0.58,Female,29,0
45,76720,743,31496,0.72,Female,8,0
24,52055,650,27955,0.53,Female,7,0
49,56552,714,20206,0.32,Female,28,0
39,36488,646,25534,0.59,Female,17,0
63,28575,733,24343,0.86,Male,2,0
22,54577,738,18143,0.44,Female,22,0
30,61147,763,29194,0.7,Male,2,0
63,62651,671,14826,0.14,Female,1,0
45,72317,680,19138,0.94,Female,3,0
40,105917,673,27217,0.97,Male,8,1
68,54060,681,12665,0.45,Female,14,0
39,44166,658,9313,0.55,Female,17,0
43,68192,732,12237,0.24,Female,16,0
44,63333,641,23553,0.28,Female,25,0
31,51382,672,37868,0.64,Male,29,0
66,73662,689,29582,0.66,Male,22,0
54,47820,704,26262,0.41,Male,29,0
48,58071,620,32527,0.44,Male,10,0
25,58936,667,22315,0.56,Male,0,0
25,45784,681,15057,0.95,Female,5,1
41,34354,720,19509,0.23,Female,13,0
32,63284,669,17859,0.6,Female,4,0
24,80530,674,12295,0.15,Male,26,0
69,74413,686,18333,0.51,Male,23,1
62,75416,732,7520,0.46,Male,2,0
40,48015,577,17419,0.25,Male,18,0
58,63211,685,19218,0.25,Female,0,0
45,38637,738,18616,0.51,Male,3,0
34,62533,638,33463,0.21,Male,25,0
31,80831,642,21602,0.37,Female,15,0
52,81297,741,34117,0.16,Male,25,0
31,90456,662,9020,0.37,Male,5,0
38,74837,664,27010,0.58,Male,4,1
47,67136,693,21711,0.77,Male,6,0
38,73120,530,19220,0.85,Female,27,1
43,70208,589,9394,0.4,Male,26,0
31,47891,708,22721,0.94,Female,9,0
41,37270,667,38194,0.32,Female,0,1
64,73241,671,23525,0.17,Male,18,1
25,91400,647,19630,0.93,Male,26,0
43,73859,666,21189,0.59,Female,13,1
61,31669,739,24717,0.42,Male,3,0
45,52210,686,32500,0.91,Male,14,0
61,57049,732,17042,0.8,Male,5,1
30,32159,672,21479,0.85,Male,19,0
42,39346,680,20038,0.36,Male,22,0
39,59443,696,16355,0.89,Male,29,0
21,63924,706,21569,0.68,Female,25,0
27,45209,637,32245,0.76,Male,9,1
24,38655,678,14783,0.38,Female,14,1
21,77899,646,22947,0.32,Female,18,1
35,54262,755,23220,0.47,Female,7,0
60,56408,593,19921,0.62,Male,12,0
32,51799,709,23443,0.7,Female,22,1
42,48432,641,23093,0.55,Female,18,0
42,79541,623,12685,0.73,Female,15,0
67,46803,664,19519,0.74,Male,24,0
37,62695,744,19878,0.7,Female,28,0
49,60130,647,11607,0.33,Female,25,0
66,30777,589,20471,0.5,Male,28,0
34,63614,632,19779,0.79,Male,20,0
40,36840,686,36186,0.9,Female,17,1
68,69531,599,13402,0.55,Female,8,0
53,42203,716,28002,0.99,Male,23,0
63,67830,600,23786,0.26,Male,14,0
35,53557,655,28263,0.3,Male,7,1
32,49885,720,13590,0.51,Female,16,0
60,63158,654,4938,0.56,Male,29,0
40,37922,612,19141,0.48,Female,3,0
50,58961,675,26164,0.49,Female,22,0
58,71733,655,17427,0.54,Male,21,0
23,75639,740,18820,0.39,Female,27,0
48,53060,721,35803,0.22,Female,8,0
46,55250,705,14179,0.96,Female,7,1
50,37621,681,27403,0.82,Male,8,1
33,48739,669,12153,0.83,Male,3,0
33,36598,668,29201,0.43,Female,7,0
22,66601,594,19441,0.46,Male,29,1
57,72632,680,23906,0.94,Male,27,1
69,53186,640,14859,0.98,Male,21,0
58,44126,675,20753,0.95,Male,24,0
22,64622,682,21350,0.68,Male,25,1
56,46980,655,8691,0.32,Male,16,0
46,70079,726,16053,0.64,Male,5,0
31,89031,626,22137,0.63,Female,25,0
28,46733,655,13969,0.92,Male,9,1
64,48874,663,21402,0.38,Male,1,1
60,38106,737,18518,0.28,Male,11,0
63,62191,681,24754,0.34,Male,18,0
42,61171,679,18652,0.32,Female,24,0
40,55941,723,39047,0.68,Male,4,1
28,60242,653,4244,0.83,Female,15,0
49,44344,723,13655,0.43,Male,4,0
60,35052,699,25424,0.26,Male,0,0
46,48613,741,21484,0.41,Male,9,0
50,31267,661,23490,0.59,Male,27,0
37,46732,665,-5655,0.7,Female,29,0
40,64645,687,18543,0.59,Male,27,0
36,60894,676,20049,0.33,Male,1,0
66,33393,718,24867,0.93,Female,15,0
63,75740,669,22844,0.49,Female,8,0
27,57081,626,20104,0.51,Female,6,0
36,40510,747,19183,0.97,Female,12,0
65,54534,775,9923,0.88,Female,3,0
67,51254,601,22760,0.83,Female,6,0
68,46983,704,19015,0.26,Male,9,0
47,72188,717,16545,0.85,Male,11,0
43,43405,692,19895,0.51,Male,1,0
44,62769,758,17121,0.29,Female,27,0
29,39880,612,8423,0.99,Male,4,0
55,59446,651,25255,0.25,Female,27,0
40,63981,685,34974,0.93,Male,24,0
57,64010,725,22217,0.1,Male,14,0
62,61212,740,22362,0.49,Male,10,0
37,56414,619,31996,0.13,Male,1,1
67,44038,591,35225,0.92,Male,14,0
51,44211,718,18594,0.21,Female,18,0
28,64482,685,14222,0.71,Female,4,0
35,41078,688,23491,0.67,Male,15,0
51,37639,720,21260,0.8,Female,20,0
50,81446,639,27729,0.77,Male,7,0
66,56104,668,20029,0.13,Male,6,0
40,69525,706,20613,0.45,Male,2,0
59,73102,632,12317,0.39,Female,20,0
32,60766,652,28170,0.98,Male,7,0
69,54348,685,14917,0.8,Female,4,0
37,54603,706,10452,0.74,Female,13,0
62,84120,607,-1220,0.5,Male,1,0
50,51617,713,19190,0.9,Female,9,0
49,62646,701,14316,0.12,Male,17,0
39,70159,637,18130,0.31,Male,16,0
66,63760,792,16090,0.73,Female,5,0
31,76265,632,17077,0.56,Female,16,0
54,54200,716,13412,0.58,Male,23,1
27,70100,693,14016,0.47,Female,16,0
64,33080,659,12407,0.25,Male,23,0
54,80203,684,18426,0.25,Male,21,0
40,76847,706,10838,0.37,Female,24,0
58,55433,822,30062,0.52,Male,18,0
44,66582,607,19927,0.84,Female,15,1
30,73365,544,7716,0.5,Male,29,1
52,44433,629,21758,0.91,Male,29,1
35,57832,678,12814,0.21,Male,22,0
57,40413,713,28359,0.34,Male,1,0
40,77076,684,15094,0.16,Female,4,0
23,72341,672,31146,0.56,Male,11,0
57,55785,756,27997,0.18,Male,0,0
60,54046,640,49121,0.82,Female,4,0
28,57765,763,20779,0.14,Male,7,0
60,46541,711,25516,0.53,Female,9,0
64,57389,754,20100,0.48,Male,2,1
43,44434,632,20680,0.28,Female,5,0
60,73474,662,29863,0.63,Male,12,0
31,77054,606,26180,0.45,Female,19,0
66,74177,695,19263,0.28,Male,7,0
28,42087,696,30566,0.84,Female,28,0
49,56873,780,28010,0.69,Female,29,1
50,68770,684,32452,0.11,Male,17,0
30,71531,604,29762,0.55,Female,4,0
59,32417,727,17172,0.34,Male,5,0
48,71107,634,16315,0.92,Male,26,0
69,41350,616,16596,0.75,Female,23,0
56,57690,715,26247,0.65,Male,1,0
33,78862,641,30743,0.18,Male,24,0
52,76831,650,28466,0.94,Female,6,0
56,79891,750,8575,0.23,Male,15,0
57,44005,705,14283,0.51,Female,9,0
46,47710,709,25466,0.71,Female,28,0
42,51557,611,29831,0.55,Female,29,0
24,57803,715,22464,0.89,Female,19,0
51,63250,666,32223,0.85,Male,9,1
38,79158,657,4875,0.22,Male,1,0
58,46070,700,18325,0.66,Female,7,0
44,50567,680,31337,0.15,Female,1,0
43,81354,606,22713,0.75,Female,1,0
42,42614,727,13559,0.76,Female,12,0
22,70902,732,26318,0.41,Female,24,0
51,58670,650,21099,0.81,Male,3,0
31,65821,710,16304,0.69,Male,6,1
48,47829,725,7427,0.55,Female,25,0
66,70607,586,25569,0.51,Female,13,0
52,50186,654,11306,0.2,Male,19,0
25,38706,571,37137,0.58,Female,4,0
58,67200,711,5740,0.24,Female,0,0
30,22453,702,20438,0.69,Female,25,1
60,51479,647,26012,0.64,Female,0,0
66,64367,672,11863,0.36,Male,25,0
44,71366,661,14323,0.32,Male,25,0
55,78397,577,26801,0.53,Male,29,0
64,86663,745,12394,0.56,Female,18,0
68,82076,692,35365,0.82,Female,5,0
43,62873,672,20445,0.37,Female,15,0
37,76884,673,16643,0.46,Female,11,0
21,62641,715,32977,0.41,Male,0,0
51,70288,600,11531,0.45,Female,27,0
51,51009,636,33838,0.61,Male,11,0
62,66931,690,12140,0.6,Female,19,1
62,52901,735,30075,0.43,Male,24,1
54,57396,559,34915,0.64,Female,17,1
29,66978,729,19168,0.65,Male,1,0
42,91370,644,19142,0.57,Male,17,0
33,65921,665,17719,0.51,Female,9,1
45,59824,681,13744,0.17,Female,9,0
68,47523,624,20678,0.59,Female,22,0
38,73443,617,27253,0.74,Male,22,0
32,54968,690,24703,0.29,Female,5,0
60,65612,774,24069,0.8,Male,1,0
37,70529,632,14131,0.63,Male,15,0
35,78961,632,11378,0.31,Male,4,0
62,72635,618,34142,0.25,Female,28,0
35,41648,668,9320,0.32,Female,5,0
35,34242,630,18785,0.78,Female,21,1
59,70522,631,26018,0.33,Female,25,0
33,61290,690,32169,0.71,Male,21,0
37,65872,607,20171,0.59,Female,21,0
52,85796,761,22194,0.59,Male,0,0
29,50751,621,16219,0.87,Female,27,0
60,79371,736,33846,0.89,Female,3,0
40,50900,778,30978,0.58,Male,16,0
46,83479,739,11996,0.16,Female,12,0
47,71257,733,25250,0.25,Male,11,0
41,37393,719,19071,0.95,Male,12,0
38,53740,690,22498,0.22,Female,18,1
33,88735,738,13589,0.85,Female,27,0
36,86852,666,4365,0.59,Male,26,1
29,69063,723,11131,0.2,Female,15,0
32,65313,735,15555,0.93,Female,29,0
64,63596,705,16009,0.94,Male,26,0
58,66555,666,1252,0.65,Male,26,0
39,57887,704,22491,0.45,Male,10,0
27,78165,661,8724,0.65,Female,17,0
55,68667,652,19686,0.66,Female,17,0
68,45519,719,10528,0.66,Female,21,0
38,69824,687,5685,0.76,Male,0,0
36,62474,718,19601,0.16,Female,3,0
59,55313,687,18395,0.19,Female,8,0
24,88477,705,20756,0.35,Male,2,0
45,61556,749,32769,0.41,Female,7,0
52,30647,671,25677,0.67,Female,8,0
60,56379,659,35767,0.25,Male,17,0
33,74902,701,17543,0.59,Female,4,0
65,46102,551,14226,0.27,Male,21,1
37,74392,715,23669,0.42,Female,4,1
69,45034,636,34866,0.94,Female,21,0
57,80050,763,11048,0.91,Male,4,0
26,51411,719,31201,0.96,Female,22,0
39,54723,725,23800,0.63,Female,15,1
33,53611,726,16470,0.55,Male,4,0
46,68961,657,32026,0.86,Female,4,0
34,87661,666,10403,0.17,Male,11,0
51,60222,595,25340,0.98,Male,6,0
24,59836,754,18515,0.52,Female,2,0
59,51400,615,28939,0.71,Female,25,0
28,35589,679,22679,0.76,Female,22,0
45,52897,741,28776,0.67,Male,7,0
33,41114,756,20385,0.9,Male,20,0
52,31690,667,16520,0.36,Male,19,0
58,58845,594,19352,0.58,Male,17,1
58,51861,691,21463,0.49,Female,4,0
48,80648,696,22818,0.73,Female,5,0
50,47165,701,25459,0.46,Male,29,0
23,70055,664,20132,0.9,Male,26,0
48,69762,673,25437,0.54,Male,24,0
23,80056,645,37750,0.58,Female,21,1
65,57236,687,14208,0.54,Female,21,0
54,79785,720,28037,0.66,Female,5,1
36,68414,693,14553,0.56,Male,23,0
42,77089,677,12452,0.94,Male,5,0
52,95912,736,31484,0.22,Male,10,0
58,58151,692,12793,0.11,Female,26,0
28,62562,681,19797,0.57,Female,12,0
28,54572,683,13598,0.79,Male,13,0
26,83134,619,39345,0.68,Male,16,1
34,99069,625,19773,0.97,Female,0,0
52,71012,673,11194,0.26,Male,9,0
55,35848,643,13055,0.72,Female,27,0
30,46753,677,36973,0.83,Male,29,0
23,77393,722,18286,0.92,Male,1,0
32,42834,715,19346,0.58,Male,12,0
69,50992,699,31875,0.43,Female,16,0
51,50465,722,30188,0.96,Female,18,0
49,58842,731,12973,0.81,Male,2,0
25,63850,729,13636,0.52,Male,3,0
45,31658,728,15576,0.69,Female,5,0
61,37088,620,17383,0.35,Female,12,0
51,37446,585,26658,0.65,Male,28,0
41,39239,640,19304,0.59,Female,25,0
40,60240,657,17550,0.14,Male,22,1
59,62918,726,20040,0.88,Male,13,0
42,75197,675,15477,0.54,Female,8,0
24,68323,656,32446,0.53,Female,23,0
33,51266,688,14425,0.36,Female,14,0
65,63448,706,20214,0.28,Male,5,1
62,75813,718,24939,0.36,Female,24,0
69,56589,659,25398,0.68,Male,19,1
40,55343,632,16886,0.19,Female,10,0
33,45825,641,28771,0.4,Female,21,0
37,47927,686,37144,0.98,Male,6,0
56,70283,627,34417,0.34,Male,17,0
53,59942,727,160,0.97,Male,27,0
21,89375,627,19333,0.19,Male,16,0
35,49849,602,14705,0.81,Male,13,0
33,71420,687,24448,0.5,Male,25,0
37,65796,666,28416,0.28,Female,7,1
44,58659,703,10806,0.81,Female,28,0
28,53467,655,26943,0.11,Male,7,0
47,69001,700,19788,0.41,Male,26,0
65,68140,730,17900,0.64,Female,6,0
43,63029,648,24229,0.31,Female,24,0
66,66384,705,18838,0.4,Male,8,0
28,60547,769,29063,0.18,Male,11,0
28,35382,718,16849,0.87,Female,2,0
46,61265,640,30667,0.48,Male,0,0
67,55971,696,19830,0.23,Female,14,1
33,89193,614,981,0.28,Male,8,1
59,69500,622,13575,0.35,Male,16,0
57,63022,754,19163,0.31,Female,11,1
69,66942,700,22956,0.55,Male,16,0
48,44653,756,19210,0.91,Female,27,0
45,50853,701,14422,0.27,Female,28,0
36,54978,652,34247,0.51,Male,12,0
22,65826,682,31233,0.7,Male,12,0
38,53478,693,10342,0.27,Female,14,0
37,52478,790,13261,0.24,Female,20,0
50,43982,715,22553,0.24,Female,17,0
59,60376,642,18781,0.89,Female,14,1
33,62483,670,-1895,0.74,Male,17,0
52,66427,703,14248,0.4,Male,4,1
49,49559,625,25864,0.91,Female,6,1
66,65561,679,20897,0.96,Female,5,1
50,44395,669,12551,0.46,Female,4,0
38,56714,704,15527,0.56,Female,18,0
33,64523,675,18213,0.42,Female,8,1
63,56119,610,40485,0.3,Female,23,0
41,36572,677,20289,0.8,Female,29,0
50,38360,718,14214,0.68,Female,10,1
41,63313,752,34424,0.43,Male,2,0
68,68694,728,24637,0.11,Male,6,1
37,65089,600,13557,0.79,Female,2,0
60,69056,613,20154,0.53,Female,26,1
39,55791,627,18467,0.17,Male,5,0
35,71076,755,24388,0.21,Female,18,0
29,65040,704,9940,0.67,Female,15,1
30,50408,811,10467,0.59,Female,7,0
64,67716,744,17942,0.32,Female,18,0
51,64440,684,12958,0.23,Male,20,0
43,85087,657,28137,0.9,Female,18,0
50,80689,698,11772,0.22,Male,29,0
53,58615,722,39259,0.18,Male,15,1
29,53734,740,18785,0.66,Male,7,0
67,83386,665,21052,0.33,Male,9,1
21,68273,789,22808,0.69,Male,29,0
64,57387,677,19416,0.54,Male,8,0
55,30164,739,29437,0.29,Male,15,0
31,48667,696,21164,0.16,Female,21,0
54,47624,662,15828,0.16,Male,13,0
36,57804,581,9079,0.63,Male,9,0
29,69277,618,23130,0.78,Male,3,0
52,71568,738,27315,0.72,Female,9,0
35,82500,717,9861,0.63,Female,19,0
32,73970,709,16950,0.29,Female,20,1
53,40492,757,27725,0.88,Female,27,0
65,75450,631,13189,0.67,Male,26,0
34,85999,656,13116,0.72,Male,14,1
28,85257,659,18787,0.3,Female,18,0
28,41807,613,30522,0.34,Female,10,0
47,57133,640,27348,0.92,Female,19,0
32,74414,626,30528,0.53,Female,13,0
21,42624,601,12050,0.6,Female,27,0
63,34126,635,14723,0.2,Male,14,0
60,64709,676,18572,0.46,Female,3,0
62,49866,769,17547,0.9,Male,16,0
31,35528,629,13785,0.91,Male,0,0
59,78442,733,23846,0.76,Male,24,0
63,62464,691,6961,0.59,Female,18,0
51,52189,701,21196,0.94,Female,4,0
37,45544,687,33294,0.88,Male,17,0
53,62618,587,20628,0.86,Female,16,0
52,67731,627,13342,0.89,Female,22,0
49,64888,708,9756,0.51,Female,9,0
41,37216,682,22886,0.57,Female,8,0
41,67152,597,33891,0.48,Female,3,0
60,70416,669,21707,0.77,Female,19,0
43,54848,709,17318,0.63,Male,18,0
26,75594,617,13896,0.16,Female,2,0
42,47221,660,8181,0.22,Female,17,0
58,79358,755,22179,0.27,Male,2,1
57,61984,709,7187,0.7,Male,28,0
65,52557,759,27321,0.2,Male,20,0
28,55223,661,25016,0.59,Female,7,1
61,74989,734,18271,0.86,Female,23,0
69,63558,628,25182,0.95,Female,4,0
55,69676,721,21381,0.49,Female,26,1
31,76120,644,25110,0.58,Male,0,0
44,52110,702,27157,0.85,Female,25,0
69,61909,705,17959,0.94,Male,29,0
41,56633,714,9629,0.45,Female,17,0
22,75255,629,38064,0.42,Male,23,0
60,54263,695,18293,0.51,Female,25,0
39,60717,681,16576,0.33,Female,13,0
59,94435,742,23551,0.87,Female,24,1
48,79276,647,18453,0.39,Female,26,0
37,44471,614,9936,0.5,Female,6,0
26,73529,597,10465,0.39,Female,8,0
39,70331,665,12877,0.21,Male,27,0
58,43490,658,22858,0.65,Male,24,0
48,58349,664,14436,0.63,Male,13,1
22,45784,665,27484,0.37,Male,15,0
58,24110,749,18760,0.13,Female,15,0
57,57810,672,19370,0.94,Male,26,0
24,52408,736,20479,0.42,Female,21,0
42,43486,699,11684,0.58,Female,5,1
46,59856,634,30201,0.23,Male,6,1
69,28190,680,22482,0.33,Female,0,0
63,60619,757,18615,0.49,Male,10,0
56,60230,730,15766,0.61,Male,8,0
33,70181,740,15611,0.87,Female,0,0
52,35952,705,10742,0.36,Male,23,0
37,92091,656,9347,0.88,Male,25,0
61,86337,762,9349,0.51,Female,17,0
56,48401,707,28503,0.49,Male,9,0
66,81896,726,13867,0.46,Female,26,0
39,72856,685,11389,0.9,Female,28,0
55,53408,628,30303,0.33,Male,12,0
66,50897,699,20485,0.87,Female,22,0
60,52031,764,10609,0.18,Female,4,0
48,102395,720,24565,0.96,Male,7,0
21,80401,707,31625,0.55,Female,12,0
62,56958,637,25424,1.0,Male,26,0
38,58253,756,21105,0.65,Female,25,1
68,72711,747,23743,0.21,Male,15,0
60,72054,590,29558,0.15,Male,6,0
53,45646,726,33823,0.27,Female,7,0
32,64463,667,12391,0.48,Female,17,0
28,51711,694,20179,0.77,Male,25,1
44,62282,639,24836,0.1,Male,26,0
36,59279,686,21375,0.33,Male,8,0
24,75264,624,24237,0.63,Male,27,1
58,55975,639,37668,0.37,Female,21,0
64,61774,705,17905,0.42,Female,10,0
47,31828,642,8698,0.37,Male,21,0
29,64854,701,34800,0.96,Female,21,0
67,48322,685,34142,0.16,Female,16,0
36,37242,799,24346,0.92,Male,13,0
32,76936,647,16038,0.39,Male,22,0
51,59373,663,26860,0.32,Male,1,0
44,28842,644,20261,0.89,Female,14,0
34,48245,751,17524,0.36,Female,17,1
65,60075,685,14588,0.99,Female,4,0
45,60521,671,19869,0.59,Male,28,0
54,52508,718,24375,0.53,Female,21,0
23,9520,636,21313,0.98,Female,0,0
44,51721,612,27074,0.3,Male,15,0
62,76065,694,18246,0.92,Male,11,0
29,81035,688,16651,0.63,Female,29,1
46,50887,643,23099,0.78,Female,13,0
40,88250,697,20690,0.62,Female,16,0
60,35744,772,31872,0.66,Female,0,0
30,47849,702,17227,0.24,Male,13,1
39,73372,580,15981,0.24,Female,14,0
23,71010,750,18649,0.46,Male,22,0
44,59855,779,16694,0.41,Male,11,0
25,43213,706,14958,0.74,Male,16,0
23,43173,688,6942,0.75,Female,8,0
47,49114,602,10771,0.61,Male,2,1
36,43824,636,19038,0.46,Female,11,0
69,61960,664,9539,0.71,Female,25,1
35,58615,643,24517,0.72,Female,12,0
55,42579,654,22959,0.83,Female,1,0
32,54676,686,14640,0.83,Female,21,0
61,20258,645,19577,0.16,Male,14,0
64,65088,755,18466,0.44,Female,1,0
46,70750,683,5561,0.48,Female,4,0
67,46322,705,23559,0.86,Female,20,0
54,48204,705,15220,0.55,Female,8,0
43,63868,699,12201,0.54,Male,27,0
51,61593,682,25425,0.6,Female,29,0
40,71596,729,21945,0.21,Male,13,0
32,48349,740,27289,0.61,Female,12,1
43,50091,576,19056,0.6,Male,3,0
24,56689,608,21722,0.78,Male,7,0
43,44008,652,26393,0.67,Male,22,0
68,56362,624,33410,0.96,Female,6,0
68,44253,643,17508,0.17,Male,16,1
21,66263,657,21984,0.79,Female,21,0
45,45970,667,24588,0.78,Male,5,0
22,63793,605,24524,0.34,Female,25,0
50,81849,659,15894,0.73,Male,7,0
23,66423,751,19103,0.69,Female,21,0
41,62638,667,24510,0.37,Male,7,1
45,39545,709,21408,0.75,Male,12,0
40,80835,676,35317,0.94,Male,21,0
69,76735,685,17523,0.37,Female,7,1
42,57654,674,13602,0.98,Male,4,0
41,54238,717,23876,0.3,Male,8,0
53,47790,638,12492,0.22,Female,27,0
58,86840,688,16332,0.17,Female,19,0
35,71759,651,20645,0.29,Female,21,0
66,48623,713,19736,0.41,Male,26,0
35,76489,624,19516,0.76,Male,1,1
66,80087,712,15492,0.16,Female,2,0
45,59681,690,22957,0.56,Male,3,0
41,54834,616,37380,0.57,Female,18,0
44,45103,767,26635,0.31,Male,27,0
25,70611,707,5250,0.14,Female,28,0
26,53593,625,16741,0.3,Female,6,0
69,52973,687,24255,0.31,Male,8,1
63,59827,598,8033,0.72,Female,5,0
68,47729,594,627,0.31,Female,2,0
64,82926,739,14201,0.41,Female,13,0
67,74518,619,13530,0.14,Female,12,0
43,61148,719,33120,0.66,Female,12,0
24,47231,738,22843,0.53,Female,24,0
47,48041,630,18843,0.41,Male,0,0
38,47379,783,17472,0.73,Male,14,0
41,41539,684,23605,0.71,Male,4,1
48,64840,682,21584,0.4,Male,29,0
55,50363,630,23590,0.74,Male,28,1
42,49506,630,22585,0.41,Female,26,0
60,47790,570,28313,0.3,Female,26,0
43,75053,641,20262,0.75,Female,25,0
23,48621,738,26229,0.76,Female,25,0
60,79035,629,22854,0.88,Female,20,0
30,55684,633,21619,0.55,Male,1,0
45,41323,615,16802,0.31,Male,4,1
69,67039,611,19476,0.85,Male,16,0
28,73309,724,19616,0.26,Female,0,0
31,47129,619,28630,0.94,Female,26,1
25,60948,673,21885,0.38,Female,29,0
65,64776,662,12770,0.12,Male,3,1
57,61434,727,7626,0.27,Male,14,1
65,53127,638,10897,0.47,Male,14,0
58,73224,658,14488,0.15,Male,21,0
49,56233,625,23687,0.47,Male,15,0
25,50914,647,15047,0.28,Male,12,0
29,33523,634,29811,0.12,Male,13,1
68,33663,672,10187,0.37,Female,26,0
22,63238,760,25303,0.3,Male,1,0
21,58844,669,5096,0.48,Male,20,0
60,73311,738,11061,0.78,Male,26,0
50,76954,727,12053,0.56,Female,9,0
31,56323,677,11954,0.79,Female,4,0
48,74229,728,14899,0.4,Female,2,0
